content,score,label
Bagus banget aplikasi inj,5,Positif
Suka sekali 😊👌👌👌,5,Positif
"Belajar asyik dan menyenangkan di ruang guru, belajar terasa seperti bermain",5,Positif
Aplikasi bagus dan berguna sekali untuk belajar,5,Positif
Aplikasi yang bagus untuk belajar,5,Positif
Mudah di fahami 👍👍,5,Positif
GG aps,5,Positif
Sangat membantu saya dalam proses pembelajaran.,5,Positif
Karya anak bangsa yang berproses the best,5,Positif
Ini bagus banget untuk belajar aku kasih bintang lima,5,Positif
"Bagus Banget cuman gw Masih gak terlalu tahu pakai nya,Tapi dari awal dah jelas pasti Aplikasi ini Sangat berguna dan bermanfaat",5,Positif
"Semogaa dari belajar online, semangat belajar ku semakin ditingkatkan lagi dan mempertahankan ranking 1. Aamiinn",1,Negatif
Sangat membantu untuk yang mau belajar secara efektif,5,Positif
TERBAIK,5,Positif
bagus dan seruh,5,Positif
"Very Good,Very well",5,Positif
Sebenernya ini apknya sangat berguna tapi loadingnya sangat lama padahal di apk lain GK loading,2,Negatif
Bagus aku kasih bintang lima aku suka aplikasi untuk belajar,5,Positif
"Bagus banget biar libur sekolah ga nonton yang ga jelas mending belajar di ruang guru aja, waktu jadi beguna terus videonya juga seru banget The best pokonya",5,Positif
Ruang guru buat aku jadi pinter belajar dan aku dapat rengking 1 terus,5,Positif
Worth it sih,5,Positif
SANGAT AMAT BAGUSSS,5,Positif
"Aplikasi ya seru sih,tapi loading nya itu loh.harus sabar",5,Positif
"Sangat membantu dalam memahami materi, terima kasih ruang guru",5,Positif
"belum lama pake apk Ruangguru ini, thanks untuk team Ruangguru!",5,Positif
SUKAAA BGTT BELAJAR DI RUANGG GURUUU MUDAH DI PAHAMI🤩🤩,5,Positif
Semoga dengan ada nya ruang guru aku bisa dapet biasiswa geratis amin,5,Positif
Bagus dan membantu,5,Positif
Aku mau belajar eh ternyata harus bayar,1,Negatif
suka banget selalu membantuu,5,Positif
Saya sangat suka belajar,5,Positif
"sangat bagus. Nilai saya semakin naik, menjadi rangking 1, bisa mengikuti olimpiade",5,Positif
P aplikasi yang sangat membantu,5,Positif
Sangat bagus untuk anak saya belajar banyak hal yg belum di ketahuinya,5,Positif
Suka aja sama apk nya,5,Positif
Aplikasi ini membantu saya untuk belajar dan alhamdulillah saya bisa mengerti,5,Positif
Yang di ajarin mudah Soal latihan lumayan Yang di ujikan diluar nalar :),5,Positif
Keren bikin bekajar makin seru,5,Positif
Aplikasi nya sangat membantu,5,Positif
Thanks for aplikasion CLASS TEACHER VERY MUCH HELP people Konoha Indonesian yes thanks,4,Positif
"keren banget , bisa sampai ngadain class of Champions,",4,Positif
Kak saya kenapa tidak sengaja hapus akun malah gak bisa masuk lagi,1,Negatif
belajar nya seruuuu,5,Positif
"Memudahkan banget dalam belajar, kalau di sekolah ga ngerti bisa di ulang di ruang guru.",5,Positif
"Apk nya bagus🥳 tapi, pas mau lihat live jaringannya jadi tidak stabil, padahal mau lihat live, pas saya cek jaringan saya padahal bagus 😔, tolong min😭🙏, tapi buat yang lainnya udah the best😁, kalo bisa aku kasih bintang 100 deh, tapi bintangnya cuma sampai 5, tapi gapapa apk ini sangat berguna buat aku yang susah belajar sendiri, jadi terimakasih mimin",5,Positif
"Video nya jelas, jadi ngerti",4,Positif
Sukses selalu!,5,Positif
"Aplikasi yg sangat bagus banget dan juga dari aplikasi ini membuat tambah semangat belajar serta semakin kuat tekat untuk terus belajar agar segala impian tercapai the best pokoknya terima kasih sudah membuat aplikasi ruangguru untuk kami smua yg sangat memerlukannyaa,,,,",5,Positif
"Bagus aja , apalagi pas belajar.adaptto langsng paham",5,Positif
"makasih bnget lho? aplikasi nya Mudah di mengerti walaupun awalnya bingung, Makasih yaa! karena kmu aku bisa ningkatin otak aku selama libur panjang^^",5,Positif
Mantapuu,5,Positif
"Aku suka banget si , untuk kalian pengen bgt belajar biar ga bosenin dan seruu!!! cobain deh ini pasti kalian bakal betah belajar pake ruangguru YUKKK COBAINN!! Karna ruangguru se ASIK ITU BUAT BELAJAR!! gampang nyantoll",5,Positif
"Aku kelas 11 SMA dan baru pertama kali coba belajar di ruangguru. Aku ambil paket ruang belajar dan itu ngebantu aku bangett buat menguasai materi, penjelasannya ngga belibet dan yang paling aku suka ada rapor belajar. Di rapor belajar itu aku bisa tau seberapa jauh aku menguasai materi tertentu, terus kalo ada yang nilainya merah waktu kuis itu kita bisa tau dan review lagi. Menurutku itu yg sangatt membantu aku:D",5,Positif
"Luar biasa banget, Gampang dipelajari",5,Positif
rekomendasi bangett buat belajar dirumahh!!,5,Positif
Gak bagus 😠😠,1,Negatif
memudahkan saya untuk belajar,5,Positif
"Ruang guru aplikasi belajar terbaik Sangat membantu dalam belajar Terimakasih ruang guru♥️ Semoga bisa lulus tes snbp/snbt,Amin🙏🏼",5,Positif
"TANGGUNG JAWAB GA?! ruang guru bikin aku ketagihan belajar, karena memang seseru ituu",5,Positif
its realy helping me,5,Positif
"kami sudah berlangganan selama 3 tahun Alhamdulillah sejak masuk ruang guru anakku berprestasi, tp sales ruang guru suka lupa sama janji waktu mau memperpanjang banyak yg promo ini itu setelah daftar sales-nya menghilang begitu saja susah di hubungi dan sebagainya macamnya 🙏🙏🙏🙏",4,Positif
"Saat saya baru mau masuk ruang guru, eh malah ga bisa, terus pas saya hapus dan download lagi tetap ga bisa",2,Negatif
Sangat membantu untuk belajar dirumah,5,Positif
mau nanya ini berbayar apa gratis?,4,Positif
"aku download apk ini gara² pas liburan kan ga les, jdi aku bisa belajar lewat sini dan aku tertarik buat download karna peserta CoC jga ngadain video belajar...jdi aku semangat buat liat jagoan aku...jdi aku sambil study date bareng anak² yg ikut CoC!!!",5,Positif
bagus dan berguna untuk pelajat,5,Positif
"Alhamdulillah, ruang guru sanagt membantu saya dl belajar",5,Positif
"waktu itu coba , yg pasti bagus HAHAHAHA AHAY ikan hiu makan tomat , i lope yu so mach ruangguru",5,Positif
Ini ngak papa kan ngak pakek premium😅,5,Positif
Mksh bgt loh aku jd peringkat 3 asal nya peringkat 4,5,Positif
Ini sangat membantu saya dlm mengerjakan soal dg mudah,5,Positif
It's totally possible to make this app more efficient and updated. Ada beberapa kanal yang sudah tidak update hampir 2 tahun.,5,Positif
"AKU SUKA BANGET SAMA APK RUANG GURU INI,MEMBANTU AKU BELAJAR,SEMENJAK AKU DONWLOAD RUANG GURU AKU SEMAKIN RAJIN BELAJAR LOH,KITA BISA BELAJAR SAMBIL BERMAIN,POKOKNYA SERU BANGET DEH!!!💟💟",5,Positif
belajar jadi lebih seru♡,5,Positif
lebih dimengerti,4,Positif
"Bagus metode pembelajarannya, baru mau coba si",5,Positif
Aplikasinya Bagu Sekali Untuk Belajar Sangat Enak Sekali Dipakai Pokoknya Ini THE BEST,5,Positif
Pas aku coba Ai barunya orion hapeku langsung lag heating langsung jadi 15 persen batrenya/boros tolong perbaiki kurangi lagnya ya perbaiki semuanya deh pokoknya,1,Negatif
masa mengganti no telp tidak bisa sama Gmail jika sudah memiliki akun yg berbeda,1,Negatif
bagus pakee bangett aku jadi mudah belajar berkat ruang guru😻 BINTANG 5 FULLL,5,Positif
SUKA SAMA RUANG GURU 💯💯,5,Positif
Berguna banget,5,Positif
BAGUSS BGTT OTW RANK 1 INI MAHH,5,Positif
"halo, saya pengguna gratis, saya merasa puas atas aplikasi ini, saya masih bisa belajar dengan nyaman, saya harap ruang guru mampu memberi pengajaran pengajaran yang gratis kepada semua pemakai aplikasi nya",5,Positif
"Sangat berguna bagi siswa seperti saya , apa lagi masih sekolah, aku gak nyesel download apk ruang guru",5,Positif
"App nya sangat bagus dan juga memotivasi siswa untuk giat belajar, serta cara mengajar berbagai star master teacher yang sangat mudah untuk dipahami.",5,Positif
Keren bagus banget untuk melatih kita yang SD SMP SMA kalian kalau ngeliatin ini harus nge-download atau enggak install cepetan gratis ini guys,5,Positif
"BAGUS SEKALII ♡♡♡♡♡, CINTAA RUANG GURU DEHH!!!",5,Positif
"MasyaAllah, sangat membantu. Ini sangat membantu saya",5,Positif
Terima kasih ruang guru saya sangat terbantu,5,Positif
Aduhhh aplikasi inu sangat bagus buat persiapan utbk,5,Positif
"Saya kemarin lihat malem ekonomi adapto( berbayar) untuk materi BUMN& BUMD ada, sekarang kok tidak adaaa",2,Negatif
maaf saya memberikan bintang 3 karena saat saya mendaftar nomer yang saya pake tidak bisa di gunakan karena sudah terverifikasi 🙏🙏,3,Netral
OKK BGT,5,Positif
"yang tadinya aku ga suka belajar, sekarang aku jd kecanduan belajar, apalagi bljr mtk yg dmna tadinya aku bencii bgt sm MTK. stlh download aplikasi ruang guru, aku jd seneng bgt sama pelajaran MTK :), thank you ruang guru!!",5,Positif
dulu gw pernah pke sumph langsung naik drastis nilai gw karna dlu hp msh pke ortu jdi radak mles mau belajar karna gwe liat nilai gwe turun drastis gwe mau ningkatin pke apk ini karna bagus bettt👊,5,Positif
Ntapp,5,Positif
Sunguh membantu,5,Positif
Bisa bikin aku makin pintar!! Makin love deh sama ruang guru😆,5,Positif
"mudah dipahami, belajar jadi semakiin seruu!!!",5,Positif
Bagus banget sumpah aku tuh tertarik karna kakak kakak clash of champions semua pada pinter,5,Positif
menurutkuu apk ini bagus bgt sih🤩🙌,5,Positif
Sangat bagus untuk ank belajar demi kedepan mereka,5,Positif
"keren ya teman-teman, karena mudah dipahami dan mudah diterapkan di jam pelajaran sekolah.",5,Positif
Ilmu itu cahaya bodoh itu bahaya,5,Positif
I love this application because the application is good,5,Positif
Aplikasi yang sangat keren,5,Positif
"Aplikasinya bagus, bisa buat kita menjadi lebih tau tentang pengetahuan² yang belum kita tau. Cocok banget buat anak SD/SMP/SMA yang masih belum paham tentang materi yg dijelaskan gurunya 🥳. Disini udah lengkapp, Juga ada fitur banksoal yg bisa bantu kita mengerjakan pas/pts 🤩🤩",5,Positif
Aplikasi luar biasa!,5,Positif
"suka bgt penjelasan-penjelasan dari master teachernya mudah dipahami, konsep belajarnya seru di setiap sub bab ada quiz yang mengasah ingatan, dan ada reward juga, pokonya jadi makin semangat dan ga bosen belajarnyaa 😻",5,Positif
Mudah dipelajari,5,Positif
Ruangguru sangat bagus untuk pelajaran kls 3,5,Positif
Sangat membantu kamu untuk mencapai cita2 yang lebih baik,5,Positif
Sangat bagus sekali pembahasan menarik dan tidak membosankan,5,Positif
Membantu saya untuk mempelajari materi yang tidak saya ketahui,5,Positif
"suka bngt sama app nya,aku jadi bisa paham",5,Positif
Saya lebih cepat mengerti,5,Positif
Baguus,5,Positif
Semoga cita-cita saya tercapai jadi masinis Amiin Semoga lulus langsung Bisa Daftar Kai masinis😥 Pingin cita cita aku Terimah kasih ruang guru sudah membantu Kami permudah Segala nya,5,Positif
Berguna banget😁😭👍,5,Positif
"argh, seru bgtt nnton vidionya, aplg abgnya jelasinnya secara rincii, pdhl skola msi 1 minggu lgii tpii semangat buat belajar gara² ruang guru, LOVE YOU RUANG GURU",5,Positif
Berkat ruang guru aku jadi juara 1 seprovinsi,5,Positif
Blm mencoba mungkin bisa membantu kasih bintang 5 langsung 👍,5,Positif
aplikasi ini sangat membantu saya belajar,5,Positif
BAGUSSS BANGETTT GAMPANGG PAHAMMM,5,Positif
Penjelasanya sangat lengkap dan mudah di pahami,5,Positif
Suka banget sama aplikasi nya👍,5,Positif
"Aplikasi nya bagus, sangat membantu",5,Positif
aplikasi ini membantu aku buat belajar lebih giat lagi!! apalagi ada acara Clash Of Champions yang membangkit semangat aku buat bisa kaya peserta COC yang lagi nyelenggara di acara itu! keren banget aku suka banget!!!,5,Positif
Aplikasinya bagus tapi 1.harus dolwnoad video dan ribet 2. Ada Kupon tapi gatau kuponnya Sekian,4,Positif
Sangat suka dengan fitur fitur nya,5,Positif
Sangat 👍 baik,5,Positif
Seruuuu bangetttt,5,Positif
Aplikasi ruanggiru seru bangettt saya mencoba aplikasi ini dan saya tertarik yang aealnya coba coba tapi lama kelamaan ketagihan belajar sama ruang guru materinya lengkap lagi tidak pedlu repot repot ke nyari sendiri kan ada ruangguru terimakasih ruang guru,5,Positif
Bikin pinter ni aplikasi sama Semangat team sandyyyy,5,Positif
Yang download Demi Bisa Liat Xaviera 😭😭,5,Positif
SUKA KARENA ADA MAXWELL😋😋😋,5,Positif
"Kurang bagus fitur""nya,sering loading lemot,perlu di kembangkan lagi layoutnya,sy tidak tertarik disini karena pengemasan aplikasinya kurang bagus 🙏",2,Negatif
Mantap 👍,5,Positif
Wah makasih ya ruang guru aku jadi semanagat belajar😁,5,Positif
Aplikasinya keren krna ada sandy,5,Positif
Cukup bagus,5,Positif
aplikasi nyaaa sangat bagus👍🏻,5,Positif
Bagus banget buat belajar disini jadi gampang faham,5,Positif
Fun,5,Positif
Goodd,5,Positif
Bagus bgt saya suka apa lagi clas of champion,5,Positif
Rung guru ini bagus banget buat pelajaran aku yang gak bisa jadi bisa terimakasih ruang guru karna kamu aku sekarang jadi bisa,5,Positif
apk nya seruuu dan buat kita jdi semangat belajar nyaa,5,Positif
Mantab,5,Positif
"membantu meningkatkan dan mengasah otak serta menambah wawasan kita, pokoknya rekomendasi bgt apk ini🔥",5,Positif
KERENNNNNN,5,Positif
Bagus bgt dan sangat membantu.,5,Positif
Metode pengajarannya sangat mudah dipahami,5,Positif
Terima kasih atas batuan nyya,5,Positif
Terimakasih ruang guru saya yang awalnya tidak terlalu paham dengan pelajaran menjadi paham,5,Positif
Saya belajar dari ruang guru dan nonton clash of champion,5,Positif
"Gara gara liat ruangguru Champions jadi mau belajar hehe. Semoga sandy jadi juaranya, walaupun maxwell lebih keren sih hehe.",5,Positif
"belajar jadi lebih enjoy, penjelasannya juga gampang dimengerti 😁😁😁",5,Positif
Gue belajar hanya 7 Bintang,5,Positif
"keren banget aplikasinya, bisa memotivasi semua orang dan kita bisa belajar dengan sangat mudah keren banget pokoknya mah😍",5,Positif
cukup membantu,4,Positif
"masyaAllah, bagus bgt apk nya plus seru juga...",5,Positif
bagusss rekomendasi👍🏻,5,Positif
Nyoba ruangguru karna liat COC 😍 ternyata hasilnya bagus,5,Positif
Seru membuat anak semakin semangat belajar dan membantu untuk anak anak,5,Positif
maaci yaaa min udah bikin ak ranking 1 💋,5,Positif
Bagus poll Ayoo admin ruang guru bikin COC SD-SMA/SMK,5,Positif
"Bagusssssssssssssssss,seru gampangg",5,Positif
Belum don liat si tapi bagus katanya,5,Positif
"aku suka aplikasinya, penjelasan nya jelas tidak membuat puyeng dan saya jadi semangat belajarnya",5,Positif
Seru balajar serasa main!! 💐,5,Positif
Seru belajar diruang guru.....,5,Positif
Sooooo nice to try it,5,Positif
Aplikasinya membantu saya sangat suka,5,Positif
"Aku jadi semangat belajar karena ruang guru, aplikasi belajar nomor 1 Sekarang lagi fokus belajar pelajaran kelas 10 sekalian 11 dan 12 karena beberapa minggu lagi akan masuk SMA. jadi sebelum di ajarin sama guru di sekolah, aku udah paham sama semua mata pelajarannya terutama matematika, because it is my favorite subject. Suka banget sama ruang guru, apalagi sekarang lagi ada acara CoC, liat orang-orang pintar bikin makin semangat lagi, apalagi ada 2 orang yang ipknya 5.0. ITU KEREN BANGET🤩",5,Positif
Sangat menyenangkan,5,Positif
Aplikasi untuk belajar yang tepat untuk belajar,5,Positif
"bagus banget app ruang guru, belajar jadi lebih menyenangkan dan mudah",5,Positif
Sangat baik saya masuk 5besar dalam sekolah karena belajar di ruang guru,5,Positif
Seruu,5,Positif
Clash of Champions is the best!,5,Positif
Bagus bisa buat belajar guru juga gak cuma siswa,4,Positif
"SANGATTT MEMBANTUUU, APPROVEDD-!!!",5,Positif
Download ini krna Clash of Champions🤭🙏,5,Positif
seru aplikasi nya,5,Positif
Wahh gokil sih,5,Positif
baguss polll,5,Positif
Bagus kalian harus coba harganya juga terjangkau,5,Positif
"Bagus banget ruang guru ini,ngebantu aku buat belajar walaupun libur sekolah",5,Positif
"suka banget sama aplikasi satu ini, bantu ak buat belajar, kalau nggak ngerti materi nya aku tinggal liat kembali video penjelasan nya,sangat membantu ‼️",5,Positif
"Gacor banget min apknya, aku akan berusaha menjadi pintar berkat apk ini. GACOR KANG🎉🎉🎉",5,Positif
aplikasi nya sangat membantu untuk saya belajar terimakasih banyak ruangguru,5,Positif
apk nya bagus dan ada juga misi yng harus kita selesaikan bikin kita semangat bljr,5,Positif
Lagi pengen ngasih bintang 5 aja,5,Positif
kenapa ya.sebelum nonton clash of Champions saat mengisi data yang bagian pilih sekolah tidak bisa di pencet padahal yang lain bisa jadi aku kasih rating satu dulu nanti kalau bisa kukasih rating 5,1,Negatif
bangus banget permainan ruang guru ini,5,Positif
sering sering buat CoC min,5,Positif
"Belajar online yg bagus untuk mengisi waktu luang saat liburan ,dan ilmunya bener berguna disekolah",5,Positif
Apl ini bisa buat mahasiswa kah ? Kebetulan aku prodi akuntansi bisa kah aku langganan buat matkul akuntansi Aku coba buka aplnya terlalu banyak opsi 😥 dan search akuntansi pun yg muncul 1 pemateri doang,3,Netral
Knp nge stuck doang di loading screen ?,1,Negatif
baikkk,5,Positif
"Sangat membantu untuk belajar, sangat inovatif karna pembelajaran nya yang gak ngebosenin dan mudah di mengerti",5,Positif
download karna mau nonton Clash Of Champions 🥰🥰🥰,5,Positif
thank you.,5,Positif
Bagusss dan seruuu,5,Positif
seneng bngt belajar di ruangguru sangat memudahkan saya,5,Positif
apl ini sangat membantu🤩🤩,5,Positif
"seruuu bgt, ak jadi cepet paham, pelajarannya ngga bosenin sukaa",5,Positif
"sukaa, cepatt ngertii",3,Netral
GACORR❤️‍🔥,5,Positif
"aku kasih 2 dlu yaa karena pas mau ngisi data disuruh cantumin sekolahnya ,tapi gaada pilihan dari MA, cuman SMA ajaa, gimana dong:((",2,Negatif
SANGAT MEMBANTU DEH,5,Positif
"bagus banget. aku pakai aplikasi ini buat belajar pas lagi liburan akhir tahun, video2 pembelajaran di ruangguru ini penjelasannya mudah dimengerti!!! terus penjelasannya juga gak panjang bangetttt. selain itu ada soal nya juga yang membuat kita jadi semakin semangat belajarnya. btw aku baru makai apk ini seminggu buat persiapan kelas 9 nanti, awalnya coba2 tapi lama kelamaan jadi suka. pokoknya bagus banget deh apk ini!! wajib di download bagi diriku yang awalnya malas belajar😻😻",5,Positif
Apk terkeren👍,5,Positif
Em apakah yang sekolah SMK juga dapat menggunakan aplikasi ini,5,Positif
Sangat membantu buat saya,5,Positif
"Suka bnget sama apknya, apalagi pas ada clash of champions uhhh lope lope dehhh",5,Positif
GOOD!! Aku download Ruangguru karena Clash of Champions doang😭🙏,5,Positif
"Bantu banget pas belajar🤟 Aku kasih bintang lima pas first time nyoba karena vidio pembahasannya nggak bikin bosen sama sekali, dan mudah banget dimengerti dengan guru/pendidik yang hebat²... Ruang belajar nya juga keren buat mereview kembali materi yang aku nggak paham di sekolah✨",5,Positif
Miminnya pinter bangett aku download ruang guru gara gara clash of Champions eps 4 cuman ada di apk nya :),5,Positif
kok gabisa login si? padahal mau nonton CoC😞,1,Negatif
"KERENNN! belajar lebih mudah, bahkan nilai aku jadi naik pesatt, selain itu pembelajaran nya seru asikk!!🤩🤩",5,Positif
Ngelag bgt bikin hp panas(hp aku burik)😞,1,Negatif
buat nonton COC SERUUU,5,Positif
tim xavìera 💖💖💖,5,Positif
oke bangttt,5,Positif
Plisss buatin buat yang mahasiswa jugaaa,3,Netral
Saya sangat suka ❤️ ❤️❤️,5,Positif
Belajar sambil nonton itu asik banget,5,Positif
"Aplikasi yg sangat edukatif, Cara belajar yang fun serta penjelasan yang joyfull,Membuat kita mudah sekali untuk memahami materi2 yang kelihatan sulit ketika di sekolah",5,Positif
Tolong perbaiki setiap saya mengerjakan kuis akhir bab sering kali jawaban yang keluar berbeda dengan yang saya masukan,3,Netral
luar biasa,5,Positif
Aku kasih bintang 1 karena saat aku mau login g bisa katanya nomernya sudah terdaftar pake akun yg lama tp pas aku pake akun yg lama ttp g bisa,1,Negatif
"sangat membantu , materi mudah di pahami",3,Netral
"belajar di ruang guru bikin nagih, video pembelajarannya singkat tapi mudah dipahami, udah gitu fiturnya sangat lengkap, ~love ruangguru",5,Positif
Ini bagus apk ini sangat berguna untuk anak lebih mudah belajar,5,Positif
"aku jadi masuk sepuluh besar berkat ruang guru, terimakasih atas pembelajaran yang sudah ruang guru berikan",5,Positif
Saya bisaa memahami tentang IPA karna ada nya ruang guruu makasih untuk ruang guru saya kasih rate bintang 5 nya sukses selalu 👍👍,5,Positif
"Enak, pelajaran yang di kasih langsung bisa difahami dan di serap",5,Positif
Very helpful for me to study,5,Positif
"Aku ikut ruang guru pas SD tapi cuma buat kebutuhan tambahan pas OSN Alhamdulillah 2 kali lolos ke provinsi 2 tahun berturut turut, walau ga ke nasional, sekarang di SMA saya nyoba buat nemenin saya belajar dan maksimalin tahun tahun saya yg hilang sia sia tanpa prestasi di SMP, saya saat itu bener bener pemalas, TAPI DENGAN RUANG GURU SAYA AKAN KEMBALI MENJADI LEBIH BAIK DARI YANG DULU ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥 ❤️‍🔥❤️‍🔥❤️‍🔥",5,Positif
"sangat amat membantuu, terimakasih ruangguru!!!!",5,Positif
Lumayan loadingnya lama banget kakak,5,Positif
Membantu banget dalam persiapan utbk dan ujian mandiri:),5,Positif
Dari kelas 4 udh mau makai ini karna korona (2020) tapi belum kesampaian untuk berlangganan. Sekarang saya mulai berminat untuk menggunakan aplikasi ini lagi di tahun 2024 dn sya sudah kelas 9 (salah satu alasan nya ingin pintar seperti peserta coc),5,Positif
"Aelah baru beli paket brain Academy Online tapi sudah ada masalah aja, seperti lag padahal saya coba kecepatan jaringan hasilnya 20 Mbps dan saya coba buka aplikasi lain lancar jaya; juga terdapat masalah lainnya yaitu perolehan bintang pada live teaching, padahal saya sudah ikut live teaching beberapa kali tetapi pada home brain Academy bintang saya masih 0. Gimana ini Ruangguru? TOLONG DIPERBAIKI!!!!!",1,Negatif
"sangat baguss,selama saya make apk ruang guru nilai saya semakin baguss",5,Positif
"thanks forrr ruangguru aku sukaaa Sam semua fitur"" nya nggk sebosenin dan seruu baget belajar nya",5,Positif
bagus banget ❤,5,Positif
Bagus banget sih aplikasi ini,5,Positif
bagus banget soal NYA ini aplikasi buat belajar bukan buat mainan,5,Positif
Bagus saya pintar,5,Positif
Bagusssss,5,Positif
bismillah snbp,5,Positif
"Kesini gegara habis liat coc 😭🙏 Tapi asli,ini membantu banget selain les secara offline,aku juga belajar tambahan dari aplikasi ini👍🏻✨",5,Positif
"Seneng banget sama ruang guru apalagi ada cocnya,makin semangat bljr minesnya gw ditanya trs di wa jadi sedikit mengganggu,overal hmm.. lumayan",2,Negatif
Bagus banget buat yang mau belajar online,5,Positif
Wah belajar nya seru dengan video dan penjelasan,5,Positif
"bagus bgt, penjelasan detail, mks y",5,Positif
Sangatlah membantu saya buat belajar,5,Positif
Gacor,5,Positif
Baguss bngett! Jadinya bisa belajar lebih rajin jugaa!,5,Positif
"Aku puas banget pakai ruangguru, dulu sering ikut yang gratisan , dan ituu bener ngebantu banget, sempet langganan juga yang ruang belajar, sukses selalu ruangguru",5,Positif
ini keren sekali,5,Positif
Apk ini bagus untuk para pelajar yang mau ulangan atau ujian,5,Positif
Keren banget gwe jadi pintar dan cerdas,5,Positif
Mamtap,5,Positif
Belajar jadi mudahh,5,Positif
Ini sangat bagus,5,Positif
"Apknya bagus kok , cuman kenapa ya pas belajar di Fitur Adapto gak bisa discreenshot , padahal banyak poin2 penting yang mau dipelajarin ulang disitu , tiap mau screenshot selalu ada tulisan ""Screenshot gagal tersimpan"" , Tapi selain itu gak ada kendala lainnya. Mohon bantuannya , Terima Kasih💗👍",5,Positif
"Bagus bgt,dulu sempat make pas sd nilai ku 90+an semua,:)),sekarang download ulang lagi, buat nonton clash of champions,gila seru bgtt !",5,Positif
"Pelayanan buruk,saya mau ajukan ganti paket malah oper²an wa apa coba cs nya gak profesional sama sekali",1,Negatif
"Ruangguru marketingnya rese, dihubungi marketing sehari bs beberapa kali kayak yg punya utang aja, trus ga tau waktu kl hubunginya",1,Negatif
Sangatt membantuu,5,Positif
lop u ruang guruh,5,Positif
"chat mengatasnamakan ruangguru lalu memaksa untuk ikut ruang guru, chtnya tidak mengenal waktu pula dihh",1,Negatif
Baguss banget apknya,5,Positif
mau liat materi aja bayar bjir 😑,2,Negatif
Pembelajaran cepat dimengerti dan dipahami,5,Positif
Sangat membantu para pelajar untuk lebih memahami materi yang di berikan di sekolah,5,Positif
Harus langganan,1,Negatif
LOVE IT,5,Positif
"pas ngebuka drill soal kok malah putih semua layarnya, plis ditunggu berjam jam juga gak bisa dibuka padahal jaringan bagus",3,Netral
"I love it 🫶🏻🫶🏻,membantu banget untuk materi yang aku ga paham disekolah,nilai ku juga naik semenjak belajar diruangguru !😁",5,Positif
Membantu banget,5,Positif
Sangat bangus,5,Positif
KAKK BAGI NOMER WA SANDY AMA MAXWELL,5,Positif
Aplikasi nya membantu banget 👍,5,Positif
bikin ilmu bertambah pas lagi libur,5,Positif
Sangat bagus dan membantu dalam pembelajaran,5,Positif
Tks ruang guru semoga membantu anak saya belajar,5,Positif
Kalo udah ga sekolah boleh ikutan bimbel gasih?,5,Positif
"Sangat seru belajar di ruangguru belajar lebih giat, mudah dan praktis",5,Positif
Aplikasi belajar yang sangat membantu sekali dan sangat bagus,5,Positif
Bagus bangeeet buat pelajar,5,Positif
Ini aplikasi bagus,5,Positif
Belajar agar membiasakan diri utk menghapai sains dan thenogi,5,Positif
Bagus sih tapi kadang Menurut saya apk ny agak ngelag,2,Negatif
"Awalnya dia ragu sih dan merasa kayaknya gak bakal terpakai selama dirumah. Sampai rumah sudah malam, capek juga pastinya jadi dia pikir bakal cuma langganan aja gak terpakai juga. Memang awalnya jarang banget dipakai sih jujur karena sampai rumah yang ada tu tidur. Tapi pada akhirnya, dia merasa kok masih banyak yang belum paham padahal Ujian Nasional dan UTBK semakin dekat. Di saat itu lah dia mulai rajin buka aplikasi Ruangguru.",5,Positif
Kalo ada brainly untuk apa kita belajar di ruang guru? Orang yg belajar di brainly tergolong ber iq tinggi karena mereka tau kalo ilmu itu untuk di bagi bersama jadi gratis,5,Positif
Bagus aplikasi ini buat tambah tambah belajar dirumah,5,Positif
𝗕𝗮𝗴𝘂𝘀 𝗯𝗮𝗻𝗴𝗮𝘁,5,Positif
Suka banget dengan program unggulan ruang guru,5,Positif
Jujur pengen banget belajar dan nyobain kuis nya tapi sayang nya harus bayar huhu :(,3,Netral
"Materi, vidio dan pembahasannya jelas dan lengkap, terimakasih ruangguru nilai saya jadi meningkat berkat belajar diaplikasi ini",5,Positif
Bagus apk nya,5,Positif
"Karena ruang guru saya lebih mudah memahami materi"" di sekolah saya",5,Positif
"Sangat bagus tapi terkadang sedikit eror, mungkin karna wifi saya",5,Positif
kereennn !,5,Positif
Baru coba-coba yang gratisan semoga besok-besok bisa berlangganan ya guyss,5,Positif
Langkah awal.,5,Positif
CoC Terbaik👍👍👍👍,5,Positif
"Thank you ruangguru, aku bisa tertekad lagi semangat belajar and membantu ku IPA matematika, bahasa inggris materi apapun ,Anyway, Ruangguru is great and ,l Like you ruangguru",5,Positif
keren 🤩,5,Positif
bagusssss sangatt membantuuu,5,Positif
Mudah memahamii nyaa dan nggk membosankan,5,Positif
"Aku sesuka itu sama aplikasinya, karena ngebantu banget buat aku. Karena disini materinya lengkap, cara belajar nya asyik, materinya mudah di fahami, bisa belajar dimana aja yanv penting ada kuota, ada fitur kuis biar bisa ngasih kemampuan, ada fitur api streak biar ingat buat belajar. Pokok nya kalau mau ngambis belahar pake ini aja, agak nyesel sih kenapa ga dari dulu aja pakai aplikasi ini daripada susah susah mandiri nyari materinya di Youtube.",5,Positif
Bodoh,5,Positif
